filepath,room_type,split,condition_score
train/balcony/101875683484689_2906984682973761__001_2906984682973761.jpg,balcony,train,5
train/balcony/101875683484689_2907173226288240__005_27728237966779506.jpg,balcony,train,4
train/balcony/101875683484689_2907210182951211__004_27485810091002340.jpg,balcony,train,4
train/balcony/101875683484689_2907245002947729__002_28258952917026636.jpg,balcony,train,5
train/balcony/101875683484689_2907499279588968__005_2005156533408165.jpg,balcony,train,4
train/balcony/101875683484689_2907873609551535__003_3409349082556502.jpg,balcony,train,4
train/balcony/101875683484689_2907885462883683__004_10242757130164857.jpg,balcony,train,4
train/balcony/101875683484689_2907997126205850__004_36290008993923421.jpg,balcony,train,4
train/balcony/1029345667543954_2384047398740434__003_1452057823600971.jpg,balcony,train,4
train/balcony/1029345667543954_2384136455398195__008_10164186585297270.jpg,balcony,train,4
train/balcony/1029345667543954_2384140292064478__008_2062050017822102.jpg,balcony,train,5
train/balcony/1029345667543954_2384140395397801__001_2384140395397801.jpg,balcony,train,4
train/balcony/1029345667543954_2384237958721378__001_1665476777922563.jpg,balcony,train,3
train/balcony/1029345667543954_2384466532031854__007_122169531680908145.jpg,balcony,train,4
train/balcony/1029345667543954_2384517568693417__006_122169541580908145.jpg,balcony,train,4
train/balcony/1029345667543954_2384867058658468__008_10164465253264382.jpg,balcony,train,5
train/balcony/1029345667543954_2384963648648809__005_959121943776698.jpg,balcony,train,3
train/balcony/1029345667543954_2385044705307370__004_27396489589948324.jpg,balcony,train,4
train/balcony/1029345667543954_2385348311943676__001_2385348311943676.jpg,balcony,train,4
train/balcony/1029345667543954_2385869038558270__001_1729261815077379.jpg,balcony,train,5
train/balcony/1029345667543954_2385976875214153__006_10164470314894382.jpg,balcony,train,3
train/balcony/1029345667543954_2386013941877113__005_27009416635365372.jpg,balcony,train,4
train/balcony/1029345667543954_2386013941877113__006_27009416815365354.jpg,balcony,train,4
train/balcony/1029345667543954_2386039241874583__008_36249469091304924.jpg,balcony,train,4
train/balcony/1029345667543954_2386039241874583__009_36249469634638203.jpg,balcony,train,4
train/balcony/1029345667543954_2386121355199705__006_122169746714908145.jpg,balcony,train,4
train/balcony/1029345667543954_2386145588530615__004_10231497987102070.jpg,balcony,train,5
train/balcony/1029345667543954_2386232158521958__003_10231498871524180.jpg,balcony,train,5
train/balcony/1029345667543954_2386310341847473__001_2386310341847473.jpg,balcony,train,3
train/balcony/1029345667543954_2386357791842728__002_27014458638194505.jpg,balcony,train,4
train/balcony/1029345667543954_2386357791842728__005_27014458811527821.jpg,balcony,train,4
train/balcony/1029345667543954_2386375815174259__003_10216348779069367.jpg,balcony,train,3
train/balcony/1029345667543954_2386893528455821__006_36274732182111948.jpg,balcony,train,3
train/balcony/1029345667543954_2387083148436859__007_1021232970333541.jpg,balcony,train,4
train/balcony/1029345667543954_2387944668350707__003_4230208030626207.jpg,balcony,train,4
train/balcony/1029345667543954_2388534108291763__002_27448653524731930.jpg,balcony,train,5
train/balcony/1029345667543954_2388542061624301__001_2388542061624301.jpg,balcony,train,4
train/balcony/1029345667543954_2388663598278814__001_2388663598278814.jpg,balcony,train,5
train/balcony/1029345667543954_2388706674941173__004_27422514554000014.jpg,balcony,train,3
train/balcony/1029345667543954_2388706674941173__005_27422514740666662.jpg,balcony,train,4
train/balcony/1029345667543954_2389169291561578__003_10216365422485442.jpg,balcony,train,5
train/balcony/1029345667543954_2389450551533452__001_2389450551533452.jpg,balcony,train,4
train/balcony/1029345667543954_2389490141529493__004_122170272116908145.jpg,balcony,train,4
train/balcony/1029345667543954_2389498318195342__003_10163347278539007.jpg,balcony,train,5
train/balcony/1029345667543954_2389521211526386__008_10164487656249382.jpg,balcony,train,4
train/balcony/1029345667543954_2389525901525917__004_1775724776943251.jpg,balcony,train,5
train/balcony/1029345667543954_2389559841522523__003_10231498869684134.jpg,balcony,train,5
train/balcony/1029345667543954_2389627394849101__006_122170296206908145.jpg,balcony,train,4
train/balcony/1029345667543954_2389976884814152__005_27066624309644604.jpg,balcony,train,5
train/balcony/1029345667543954_2390397414772099__001_1604223288372315.jpg,balcony,train,5
train/balcony/1029345667543954_2390500864761754__003_122170427582908145.jpg,balcony,train,4
train/balcony/1029345667543954_2390500864761754__005_122170427558908145.jpg,balcony,train,4
train/balcony/1029345667543954_2390521654759675__001_2390521654759675.jpg,balcony,train,4
train/balcony/1029345667543954_2390521654759675__003_3936801536451448.jpg,balcony,train,4
train/balcony/1029345667543954_2391295824682258__005_122170526792908145.jpg,balcony,train,4
train/balcony/1029345667543954_2391295824682258__007_2161853177929168.jpg,balcony,train,4
train/balcony/1029345667543954_2391369021341605__007_10164496324414382.jpg,balcony,train,5
train/balcony/1029345667543954_2391369021341605__008_10164496324494382.jpg,balcony,train,5
train/balcony/1029345667543954_2391440404667800__004_1559053149563481.jpg,balcony,train,4
train/balcony/1034251924469584_1652115136016590__003_27849034444685071.jpg,balcony,train,5
train/balcony/1074129249328016_35451425051171663__002_26311774575184715.jpg,balcony,train,4
train/balcony/1074129249328016_35471514029162765__001_35471514029162765.jpg,balcony,train,4
train/balcony/1074129249328016_35605257919121708__001_35605257919121708.jpg,balcony,train,4
train/balcony/1074129249328016_35650662287914604__002_26416255331403305.jpg,balcony,train,4
train/balcony/1074129249328016_35823354483978716__002_26506242669071237.jpg,balcony,train,4
train/balcony/108387882545483_27014395391518034__001_27014395391518034.jpg,balcony,train,4
train/balcony/108387882545483_27014395391518034__004_27295297033388447.jpg,balcony,train,5
train/balcony/108387882545483_27036126429344930__001_27036126429344930.jpg,balcony,train,5
train/balcony/108387882545483_27036126429344930__005_27317094871208663.jpg,balcony,train,4
train/balcony/108387882545483_27036221246002115__004_122284178306035022.jpg,balcony,train,4
train/balcony/108387882545483_27056243270666579__001_26869731645998083.jpg,balcony,train,4
train/balcony/108387882545483_27059984563625783__003_10236561107340066.jpg,balcony,train,2
train/balcony/108387882545483_27059984563625783__005_10236561107380067.jpg,balcony,train,3
train/balcony/108387882545483_27067861992838040__007_4358449117818187.jpg,balcony,train,5
train/balcony/108387882545483_27067861992838040__009_4358449407818158.jpg,balcony,train,4
train/balcony/108387882545483_27068461939444712__004_1505806471213508.jpg,balcony,train,4
train/balcony/108387882545483_27068791132745126__003_4453889778089975.jpg,balcony,train,5
train/balcony/108387882545483_27069561962668043__004_3456307931196205.jpg,balcony,train,5
train/balcony/108387882545483_27072592319031674__002_10233303197270459.jpg,balcony,train,4
train/balcony/108387882545483_27073513842272855__011_3456678777825787.jpg,balcony,train,5
train/balcony/108387882545483_27083311504626422__005_4455389537939999.jpg,balcony,train,5
train/balcony/108387882545483_27083515407939365__009_4455413421270944.jpg,balcony,train,3
train/balcony/108387882545483_27096062930017946__008_4360635034266262.jpg,balcony,train,3
train/balcony/108387882545483_27129241316700107__005_4363513987311700.jpg,balcony,train,2
train/balcony/108387882545483_27131099616514277__006_4363679153961850.jpg,balcony,train,4
train/balcony/108387882545483_27132468056377433__003_2789575931441220.jpg,balcony,train,5
train/balcony/108387882545483_27135565716067667__001_27135565716067667.jpg,balcony,train,5
train/balcony/108387882545483_27154516837505888__003_4462708373874782.jpg,balcony,train,5
train/balcony/108387882545483_27156489747308597__001_27156489747308597.jpg,balcony,train,5
train/balcony/108387882545483_27161199150170990__001_27161199150170990.jpg,balcony,train,4
train/balcony/108387882545483_27161199150170990__004_10237979378577829.jpg,balcony,train,4
train/balcony/108387882545483_27183523987938506__002_4367729566890142.jpg,balcony,train,3
train/balcony/108387882545483_27207316342225937__004_4369553346707764.jpg,balcony,train,5
train/balcony/108387882545483_27227462076878030__005_26440398938995478.jpg,balcony,train,5
train/balcony/108387882545483_27235032682787636__005_4371887266474372.jpg,balcony,train,4
train/balcony/108387882545483_27235300332760871__005_10236738058323730.jpg,balcony,train,5
train/balcony/108387882545483_27236560845968153__004_4470814593064160.jpg,balcony,train,5
train/balcony/108387882545483_27239064389051132__004_27061973913399048.jpg,balcony,train,5
train/balcony/108387882545483_27239064389051132__005_27061974500065656.jpg,balcony,train,5
train/balcony/1087635731246729_27204296512487294__003_2131565437634936.jpg,balcony,train,4
train/balcony/1087635731246729_27356134680636809__006_2212478212917903.jpg,balcony,train,4
train/balcony/1087635731246729_27449124604671149__003_10164293512657208.jpg,balcony,train,4
train/balcony/109471915759582_35848066211473366__001_35848066211473366.jpg,balcony,train,5
train/balcony/109471915759582_35848066211473366__002_26954990727430629.jpg,balcony,train,4
train/balcony/109471915759582_35866927776253876__005_1622207752382510.jpg,balcony,train,4
train/balcony/109471915759582_35942104632069523__001_35942104632069523.jpg,balcony,train,4
train/balcony/109471915759582_35950530187893634__002_10237632340920559.jpg,balcony,train,5
train/balcony/109471915759582_35950530187893634__003_10237632341480573.jpg,balcony,train,5
train/balcony/109471915759582_36011729531773699__001_36011729531773699.jpg,balcony,train,4
train/balcony/109471915759582_36012175568395762__010_35510973651850772.jpg,balcony,train,3
train/balcony/109471915759582_36022344754045510__011_10173929889430251.jpg,balcony,train,4
train/balcony/109471915759582_36032564006356918__003_10226440626601538.jpg,balcony,train,3
train/balcony/109471915759582_36036260382653947__001_36036260382653947.jpg,balcony,train,3
train/balcony/109471915759582_36039795185633800__003_10242346005003963.jpg,balcony,train,1
train/balcony/109471915759582_36058135500466435__006_26918682027744267.jpg,balcony,train,2
train/balcony/109471915759582_36064686046478047__003_10226204269493184.jpg,balcony,train,5
train/balcony/109471915759582_36066605506286101__004_1023472907321741.jpg,balcony,train,3
train/balcony/109471915759582_36081702938109691__002_10164144623629704.jpg,balcony,train,3
train/balcony/109471915759582_36083680684578583__012_10164169065212911.jpg,balcony,train,3
train/balcony/109471915759582_36091053733841278__005_26767779862832810.jpg,balcony,train,4
train/balcony/109471915759582_36107639585516026__005_951669777495025.jpg,balcony,train,5
train/balcony/109471915759582_36110493601897291__007_1471172421693967.jpg,balcony,train,5
train/balcony/109471915759582_36110493601897291__008_1471172441693965.jpg,balcony,train,5
train/balcony/109471915759582_36111975038415814__010_1666373014411297.jpg,balcony,train,3
train/balcony/109471915759582_36182151464731504__004_1445774920894521.jpg,balcony,train,5
train/balcony/109471915759582_36189635883983062__001_36189635883983062.jpg,balcony,train,3
train/balcony/109471915759582_36204782975801686__008_10164188838252911.jpg,balcony,train,3
train/balcony/109471915759582_36204782975801686__009_10164188838207911.jpg,balcony,train,5
train/balcony/109471915759582_36255866134026703__002_10174004702535251.jpg,balcony,train,5
train/balcony/109632911025009_1231494345505521__008_10163503984488171.jpg,balcony,train,3
train/balcony/109632911025009_1234355768552712__010_10163518754818171.jpg,balcony,train,3
train/balcony/1100386826745670_27144826241875039__006_26759476453739544.jpg,balcony,train,4
train/balcony/1100386826745670_27144826241875039__007_26759476533739536.jpg,balcony,train,5
train/balcony/1100386826745670_27145393258485004__003_26760054663681723.jpg,balcony,train,3
train/balcony/1100386826745670_27146181951739468__004_1418799080264653.jpg,balcony,train,4
train/balcony/1100386826745670_27169172202773776__009_27674806882106854.jpg,balcony,train,3
train/balcony/1100386826745670_27171647639192899__003_1420617840082777.jpg,balcony,train,4
train/balcony/1100386826745670_27172850182405978__006_26787562867597569.jpg,balcony,train,4
train/balcony/1100386826745670_27172850182405978__007_26787562910930898.jpg,balcony,train,5
train/balcony/1100386826745670_27172850182405978__008_26787562934264229.jpg,balcony,train,4
train/balcony/1100386826745670_27197183063306023__004_960223673437120.jpg,balcony,train,5
train/balcony/1100386826745670_27209726312051698__003_1450037769744125.jpg,balcony,train,3
train/balcony/1100386826745670_27223157770708552__001_27223157770708552.jpg,balcony,train,5
train/balcony/1100386826745670_27282943674729961__006_1633697462092593.jpg,balcony,train,4
train/balcony/1100386826745670_27282943674729961__007_1633697528759253.jpg,balcony,train,5
train/balcony/1100386826745670_27287917327565929__006_122282371016195815.jpg,balcony,train,4
train/balcony/1100386826745670_27307951588895836__007_1635609948568011.jpg,balcony,train,4
train/balcony/1100386826745670_27352588011098860__002_122173708574877159.jpg,balcony,train,4
train/balcony/1100386826745670_27365836163107378__002_10164471473549443.jpg,balcony,train,4
train/balcony/1100386826745670_27393551627002498__005_4339151809735405.jpg,balcony,train,5
train/balcony/1107364326101704_3260206164150832__003_27979471901652497.jpg,balcony,train,5
train/balcony/1107364326101704_3260206164150832__008_27979472178319136.jpg,balcony,train,5
train/balcony/1107364326101704_3266976780140437__009_957165767099101.jpg,balcony,train,4
train/balcony/1107364326101704_3266976780140437__010_957165770432434.jpg,balcony,train,5
train/balcony/1107364326101704_3269478716556910__003_122129132541166066.jpg,balcony,train,4
train/balcony/1107364326101704_3271533166351465__003_3210316122481431.jpg,balcony,train,5
train/balcony/1107364326101704_3272007249637390__006_27387726880833516.jpg,balcony,train,5
train/balcony/1107364326101704_3275165569321558__001_3275165569321558.jpg,balcony,train,4
train/balcony/1107364326101704_3275165569321558__004_2040753670199727.jpg,balcony,train,4
train/balcony/1107364326101704_3276203645884417__006_10243028841200496.jpg,balcony,train,4
train/balcony/1108075092683422_3610059115818328__004_26672631962357532.jpg,balcony,train,5
train/balcony/1108075092683422_3610080635816176__005_1535890604906991.jpg,balcony,train,5
train/balcony/1108075092683422_3610203085803931__004_2422304644880122.jpg,balcony,train,5
train/balcony/1108075092683422_3610477632443143__003_10231808370144413.jpg,balcony,train,3
train/balcony/1108075092683422_3610477632443143__004_10231808371304442.jpg,balcony,train,3
train/balcony/1108075092683422_3610925029065070__001_1642547686967472.jpg,balcony,train,4
train/balcony/1108075092683422_3611134419044131__002_10238888585206699.jpg,balcony,train,5
train/balcony/1108075092683422_3611206999036873__002_1444318860832566.jpg,balcony,train,3
train/balcony/1108075092683422_3612731068884466__003_122216232362549801.jpg,balcony,train,4
train/balcony/1108075092683422_3613369328820640__005_122131608213006263.jpg,balcony,train,5
train/balcony/1108075092683422_3613503602140546__002_10238915921534559.jpg,balcony,train,4
train/balcony/1108075092683422_3613670112123895__003_35169632989351644.jpg,balcony,train,4
train/balcony/1108075092683422_3614343512056555__011_998512526030146.jpg,balcony,train,5
train/balcony/1108075092683422_3614520335372206__004_10234350190436082.jpg,balcony,train,5
train/balcony/1108075092683422_3614718502019056__003_1551583080310480.jpg,balcony,train,5
train/balcony/1108075092683422_3617065861784320__008_1453440450130188.jpg,balcony,train,4
train/balcony/1108075092683422_3617120941778812__011_1000618959152836.jpg,balcony,train,5
train/balcony/1108075092683422_3617482865075953__008_122110275284846510.jpg,balcony,train,4
train/balcony/1108075092683422_3617671348390438__002_122136406053157562.jpg,balcony,train,5
train/balcony/1108075092683422_3617870318370541__010_27069284646001577.jpg,balcony,train,4
train/balcony/1108075092683422_3618006338356939__011_1001389442409121.jpg,balcony,train,5
train/balcony/1108075092683422_3618665478291025__008_10163065111015823.jpg,balcony,train,3
train/balcony/1108075092683422_3618666128290960__002_994716016543732.jpg,balcony,train,3
train/balcony/1108075092683422_3618877924936447__001_image.jpg,balcony,train,5
train/balcony/1108075092683422_3619858924838347__010_27661774320076869.jpg,balcony,train,5
train/balcony/1108075092683422_3619988808158692__004_26781156541505073.jpg,balcony,train,5
train/balcony/1108075092683422_3621114074712832__003_1451803503417435.jpg,balcony,train,3
train/balcony/1108075092683422_3621149258042647__009_10232864068331774.jpg,balcony,train,4
train/balcony/1108075092683422_3622328781258028__001_3622328781258028.jpg,balcony,train,4
train/balcony/1108075092683422_3624395891051317__011_27992404773693124.jpg,balcony,train,5
train/balcony/1108075092683422_3624458247711748__001_3624458247711748.jpg,balcony,train,4
train/balcony/1108075092683422_3624468264377413__009_1425936002910946.jpg,balcony,train,5
train/balcony/1108075092683422_3625495664274673__001_3625495664274673.jpg,balcony,train,4
train/balcony/1108075092683422_3626467380844168__002_122137412007157562.jpg,balcony,train,5
train/balcony/1108075092683422_3626469267510646__011_1007785141769551.jpg,balcony,train,5
train/balcony/1108075092683422_3626623927495180__003_10166245573204863.jpg,balcony,train,3
train/balcony/1108075092683422_3626895194134720__009_1338773904723973.jpg,balcony,train,5
train/balcony/1108075092683422_3626896234134616__009_1338773904723973.jpg,balcony,train,5
train/balcony/1108075092683422_3627005680790338__002_27693608836908256.jpg,balcony,train,5
train/balcony/1108075092683422_3627201070770799__004_2822756724734507.jpg,balcony,train,5
train/balcony/1108075092683422_3627807000710206__004_1618008906996528.jpg,balcony,train,5
train/balcony/1108075092683422_3627964644027775__003_27092465340370687.jpg,balcony,train,4
train/balcony/1108075092683422_3628032174021022__005_10233794467423218.jpg,balcony,train,4
train/balcony/1108280606220345_2677591979289192__004_26802828529387420.jpg,balcony,train,5
train/balcony/1108280606220345_2677652549283135__008_4046134535530916.jpg,balcony,train,3
train/balcony/1108280606220345_2678077112574012__005_10163374486093533.jpg,balcony,train,5
train/balcony/1108280606220345_2678325309215859__012_10226078075138277.jpg,balcony,train,4
train/balcony/1108280606220345_2678419559206434__003_26673694778918620.jpg,balcony,train,4
train/balcony/1108280606220345_2678437342537989__001_122098439852782742.jpg,balcony,train,5
train/balcony/1108280606220345_2678446105870446__002_10164469801199936.jpg,balcony,train,4
train/balcony/1108280606220345_2678456902536033__004_2956500127886880.jpg,balcony,train,4
train/balcony/1108280606220345_2678483249200065__009_10164149285541797.jpg,balcony,train,5
train/balcony/1108280606220345_2679322602449463__009_4507031756240475.jpg,balcony,train,5
train/balcony/1108280606220345_2679418392439884__003_26825996573737282.jpg,balcony,train,5
train/balcony/1108280606220345_2679431349105255__005_27255335517407636.jpg,balcony,train,5
train/balcony/1108280606220345_2679451262436597__011_10164153787566797.jpg,balcony,train,5
train/balcony/1108280606220345_2679463205768736__007_27014484954848620.jpg,balcony,train,5
train/balcony/1108280606220345_2679612089087181__010_26038503942459055.jpg,balcony,train,5
train/balcony/1108280606220345_2679786959069694__002_26691824020439029.jpg,balcony,train,5
train/balcony/1108280606220345_2680321442349579__007_1800006444490269.jpg,balcony,train,5
train/balcony/1108280606220345_2680410865673970__007_26826868613650078.jpg,balcony,train,5
train/balcony/1108280606220345_2680884832293240__003_1339519308364398.jpg,balcony,train,4
train/balcony/1108280606220345_2680897198958670__003_1339556171694045.jpg,balcony,train,4
train/balcony/1108280606220345_2681256878922702__007_27038555372441578.jpg,balcony,train,4
train/balcony/1108280606220345_2681287005586356__004_26929131886740554.jpg,balcony,train,3
train/balcony/1108280606220345_2681318788916511__003_1800991254391788.jpg,balcony,train,5
train/balcony/1108280606220345_2681318788916511__007_1800991247725122.jpg,balcony,train,5
train/balcony/1108280606220345_2681322118916178__004_27275000078758867.jpg,balcony,train,5
train/balcony/1108280606220345_2681322118916178__006_27275000075425534.jpg,balcony,train,4
train/balcony/1108280606220345_2681421168906273__007_3280954242077575.jpg,balcony,train,5
train/balcony/1108280606220345_2681421168906273__009_3280954252077574.jpg,balcony,train,4
train/balcony/1108280606220345_2681422225572834__005_27145139068452837.jpg,balcony,train,5
train/balcony/1108280606220345_2681562305558826__004_10238119873468533.jpg,balcony,train,5
train/balcony/1108280606220345_2681640778884312__012_2429099804232893.jpg,balcony,train,5
train/balcony/1108280606220345_2681842012197522__012_10237657930642412.jpg,balcony,train,4
train/balcony/1108280606220345_2681855508862839__003_1552392469870992.jpg,balcony,train,5
train/balcony/1108280606220345_2682175755497481__003_26724867363801361.jpg,balcony,train,5
train/balcony/1108280606220345_2682310338817356__005_10173777873080618.jpg,balcony,train,4
train/balcony/1108280606220345_2682624182119305__001_2682624182119305.jpg,balcony,train,5
train/balcony/1108280606220345_2682624182119305__002_3030821280462059.jpg,balcony,train,5
train/balcony/1108280606220345_2684184195296637__008_27315843598007848.jpg,balcony,train,5
train/balcony/1108280606220345_2684300691951654__001_10165474236009113.jpg,balcony,train,4
train/balcony/1108280606220345_2684400098608380__001_2684400098608380.jpg,balcony,train,5
train/balcony/1108280606220345_2684400098608380__002_122112468242782742.jpg,balcony,train,5
train/balcony/1108280606220345_2684405151941208__006_10242400373256302.jpg,balcony,train,4
train/balcony/1108280606220345_2684407448607645__002_122112471554782742.jpg,balcony,train,5
train/balcony/1108280606220345_2685412371840486__005_26771844245758895.jpg,balcony,train,3
train/balcony/1108280606220345_2685412371840486__007_26771844252425561.jpg,balcony,train,4
train/balcony/1108280606220345_2685560305159026__006_3034003016810552.jpg,balcony,train,5
train/balcony/1108280606220345_2685560305159026__008_3034003086810545.jpg,balcony,train,5
train/balcony/1108280606220345_2685560305159026__010_3034003270143860.jpg,balcony,train,4
train/balcony/1108280606220345_2687039441677779__007_26793801960229790.jpg,balcony,train,3
train/balcony/1108280606220345_2687074515007605__002_2965289870341239.jpg,balcony,train,5
train/balcony/1108280606220345_2687183848330005__002_26795902490019737.jpg,balcony,train,3
train/balcony/110907419268500_2722919531400596__002_10238662780601846.jpg,balcony,train,5
train/balcony/110907419268500_2723851684640714__004_950382184655216.jpg,balcony,train,5
train/balcony/110907419268500_2725125861179963__005_27321324207471197.jpg,balcony,train,4
train/balcony/110907419268500_2725125861179963__006_27321324314137853.jpg,balcony,train,5
train/balcony/110907419268500_2725968077762408__001_2725968077762408.jpg,balcony,train,4
train/balcony/110907419268500_2727015824324300__005_3320642341443315.jpg,balcony,train,4
train/balcony/110907419268500_2729541270738422__003_4475405522731759.jpg,balcony,train,3
train/balcony/110907419268500_2729551694070713__010_2043005026573483.jpg,balcony,train,4
train/balcony/110907419268500_2730460733979809__005_3545286638953824.jpg,balcony,train,5
train/balcony/110907419268500_2730790010613548__009_2278476122681870.jpg,balcony,train,4
train/balcony/110907419268500_2731299117229304__011_2213425942727358.jpg,balcony,train,2
train/balcony/110907419268500_2731506697208546__007_4386440894933179.jpg,balcony,train,4
train/balcony/110907419268500_2731760010516548__001_2731760010516548.jpg,balcony,train,5
train/balcony/110907419268500_2732641383761744__008_10164384027580900.jpg,balcony,train,1
train/balcony/1109406492459598_27039801598993399__003_10236785641133004.jpg,balcony,train,3
train/balcony/1109406492459598_27056103237363235__004_122182203236957697.jpg,balcony,train,4
train/balcony/1109406492459598_27060725716900987__005_122182288466957697.jpg,balcony,train,4
train/balcony/1109406492459598_27068593709447521__008_122223320702475036.jpg,balcony,train,3
train/balcony/1109406492459598_27069619449344947__002_122182422392957697.jpg,balcony,train,4
train/balcony/1109406492459598_27071802795793279__003_1942744033339807.jpg,balcony,train,4
train/balcony/1109406492459598_27073560508950841__007_1610775784384550.jpg,balcony,train,3
train/balcony/1109406492459598_27081041344869424__004_122182580462957697.jpg,balcony,train,4
train/balcony/1109406492459598_27099621256344766__004_10164245020392641.jpg,balcony,train,4
train/balcony/1109406492459598_27109426662030892__006_10231767827690439.jpg,balcony,train,4
train/balcony/1109406492459598_27118417044465187__004_36632113199721208.jpg,balcony,train,5
train/balcony/1109406492459598_27134308232876068__001_27134308232876068.jpg,balcony,train,3
train/balcony/1109406492459598_27134308232876068__009_2894622937552070.jpg,balcony,train,4
train/balcony/1109406492459598_27145508965089328__001_27145508965089328.jpg,balcony,train,4
train/balcony/1109406492459598_27145508965089328__002_2077934229418928.jpg,balcony,train,4
train/balcony/1109406492459598_27157325647240993__009_2896347210712976.jpg,balcony,train,4
train/balcony/1109406492459598_27171577962482428__008_10243684446594699.jpg,balcony,train,4
train/balcony/1109406492459598_27200549166251974__003_27669834252603504.jpg,balcony,train,4
train/balcony/1109406492459598_27211278601845697__008_27987544694178754.jpg,balcony,train,3
train/balcony/1109406492459598_27212114028428821__004_36788320854100441.jpg,balcony,train,5
train/balcony/1109406492459598_27212114028428821__006_36788320417433818.jpg,balcony,train,5
train/balcony/1109406492459598_27216639617976262__004_10164960071570166.jpg,balcony,train,5
train/balcony/1109406492459598_27223201757320048__001_27223201757320048.jpg,balcony,train,3
train/balcony/1109406492459598_27223201757320048__009_2901412256873138.jpg,balcony,train,4
train/balcony/1109406492459598_27223231510650406__009_2901417403539290.jpg,balcony,train,4
train/balcony/111163552234056_27672137022376671__006_35305525812425318.jpg,balcony,train,5
